2002;La Ferme;;第一次知識大發現(農場);Chinois;青林國際出版股份有限公司;;
2004;Le Petit Peuple du manège;;旋轉木馬的小人兒;Chinois;奧林文化&大穎文化;;
2008;Mon corps, comment se défend-il ?;;你的身體為什麼可以保護你？;Chinois;奧林文化&大穎文化;;
2002;L’Equation du nenuphar : les plaisirs de la science;;睡蓮方程式─學習科學的樂趣;Chinois;究竟出版社;;
2006;Animaux en point de croix;;十字繡動物玩偶;Chinois;太雅生活館;;
2011;Big frousse à Londres;;倫敦歷險記;Chinois;聯經出版公司;;
2001;Les Chats de hasard;Anny Duperey;啊！貓天使;Chinois;皇冠文化出版有限公司;;
2003;Non, non, c'est non !;;不要，就是不要！;Chinois;三之三文化出版社;;
2007;Expériences avec les ombres;;影子的遊戲;Chinois;;;
2005;Camille Clarisse;;少女卡蜜兒的煩惱;Chinois;新苗文化事業有限公司;;
2001;Les Petits Heritages;;給我一件新衣服;Chinois;格林文化;;
2007;La Reine liberté, tome 2 : La guerre des couronnes;Christian Jacq;La guerra de las coronas : la reina de la libertad;Espagnol;Grupo RBA;Espagne;Fiction
2004;La Reine liberté, tome 2 : La guerre des couronnes;Christian Jacq;王冠之戰：自由女王三部曲之二;Chinois;麥田出版;;
2010;Les échasses rouges;;紅高蹺;Chinois;暢談國際文化事業股份有限公司;;
2008;L’Opera De Pekin: le roman d’un chantier;;保羅．安德魯的北京國家大劇院;Chinois;木馬文化;;
2008;Aller à l'école, pour quoi faire ?;;可不可以不要上學？;Chinois;奧林文化&大穎文化;;
2005;Mes Premières Decouvertes De L'art : Le Louvre;;第一次藝術大發現(羅浮宮);Chinois;青林國際出版股份有限公司;;
2003;Terrasse à Rome;Pascal Quignard;羅馬露台;Chinois;皇冠文化出版有限公司;;
2001;Au nom d'Oussama Ben Laden...;;賓拉丹秘密檔案;Chinois;聯經出版公司;;
;Carnets, tome 2 : Janvier 1942 - mars 1951;Albert Camus;卡繆札記（二）;Chinois;麥田出版;;
2006;Barney et la note bleue;;巴尼藍調;Chinois;大辣出版;;
2005;Demain les fleurs;;蘋果花開了！;Chinois;遠流出版公司;;
2004;Babayaga;;芭芭亞嘎;Chinois;繆思出版;;
2007;Le Premier Printemps du monde;;世界的第一個春天;Chinois;遠流出版公司;;
2006;Le plus grand des rois;;最偉大的國王;Chinois;奧林文化&大穎文化;;
2008;Mozart, Tome 4 : L'Aimé d'Isis;Christian Jacq;莫札特四部曲 之四：豐饒女神;Chinois;英屬維京群島商高寶國際有限公司台灣分公司;;
2006;La rivière a l’envers: Hannah;;逆流河，漢娜;Chinois;繆思出版;;
2005;L'intelligence des fleurs;Maurice Maeterlinck;花的智慧;Chinois;晨星出版;;
2001;Luxe, calme ＆ volupte;;奢侈．寧靜和享樂;Chinois;玉山社出版事業股份有限公司;;
2007;Voyage aux pays du coton : Petit précis de mondialisation;Erik Orsenna;코튼로드 : 목화의 도시에서 발견한 세계화의 비밀;Coréen;Goldenbough 황금가지;Corée du sud;
2009;Voyage aux pays du coton : Petit précis de mondialisation;Erik Orsenna;棉花国之旅：世界化的精妙缩影;Chinois;上海三辉咨询有限公司;;
2010;Voyage aux pays du coton : Petit précis de mondialisation;Erik Orsenna;棉花國度之旅 - 全球化簡史;Chinois;繁星多媒體股份有限公司;;
2005;La Vache et l'Enfant : Un conte d'Islande;;畢歌拉與葛密兒;Chinois;台灣商務印書館;;
2007;Tara Duncan : Le livre interdit Tome 2;;塔拉的奇想冒險（2） 詛咒的禁書;Chinois;英屬維京群島商高寶國際有限公司台灣分公司;;
2006;Jean-Christophe Tome 1;Romain Rolland;約翰．克里斯朵夫(上);Chinois;商周出版;;
2006;Jean-Christophe Tome 1;Romain Rolland;約翰．克里斯朵夫(下);Chinois;商周出版;;
2008;La Quatrième Porte;Paul Halter;第四扇門;Chinois;春天出版國際文化有限公司;;
2008;Le beau et l'art, c'est quoi ?;;美與藝術，是什麼呢？;Chinois;米奇巴克有限公司;;
2001;Sissy c'est moi;Patrick Lapeyre;西西，是我;Chinois;皇冠文化出版有限公司;;
2001;Le Meilleur Ami de Suzette;;農場裡的七嘴八舌：蘇小鴨去旅行;Chinois;三之三文化出版社;;
2007;Même pas grave ! : L'échec scolaire, ça se soigne;;孩子有學習問題怎麼辦？;Chinois;奧林文化&大穎文化;;
2005;Mes Premières Decouvertes De L'art : Fernand Leger;;第一次藝術大發現(認識雷傑);Chinois;青林國際出版股份有限公司;;
2006;Carrefour ou l'invention de l'hypermarché;;家樂福傳奇;Chinois;木馬文化;;
2002;La Mode;;法國時尚;Chinois;麥田出版;;
2001;La Cohabitation;;法國為何出現左右共治？歷史、政治、憲法的考察;Chinois;貓頭應出版社;;
2008;La cerise géante de Monsieur Jean;;大櫻桃的敵人;Chinois;三之三文化出版社;;
2004;L'Epée flamboyante, tome 3 : La Reine liberté;Christian Jacq;熠熠長劍：自由女王三部曲之三;Chinois;麥田出版;;
2003;Sur les traces de Moïse;;追蹤摩西的腳印;Chinois;麥田出版;;
2007;Et si ça venait du ventre ?;;腹作用，決定你80％的免疫力;Chinois;方智出版社;;
1999;Les amoureux de Peynet;;情人;Chinois;玉山社出版事業股份有限公司;;
2002;Le Cirque;;第一次知識大發現(馬戲團);Chinois;青林國際出版股份有限公司;;
2000;Ramses, tome 1 : Le fils de la lumiere;Christian Jacq;光明之子—拉美西斯五部曲之一;Chinois;麥田出版;;
2007;Mathilde et les Petits Papiers;;瑪蒂達和她的小紙片;Chinois;遠流出版公司;;
2001;Marius le minus;;農場裡的七嘴八舌：笨小豬;Chinois;三之三文化出版社;;
2006;Comment perdre 739 euros par seconde ? ... et autres petites leçons d'économie;;經濟也瘋狂！ 24封信，幽默解讀歐洲經濟;Chinois;遠流出版公司;;
2002;Tout va bien!;;爸爸不能去渡假;Chinois;格林文化;;
2006;Un conte des aborigènes d'Australie : La Couleur des oiseaux;;鳥的顏色;Chinois;台灣商務印書館;;
2007;Deux dames sérieuses;;兩位嚴肅的女人;Chinois;行人文化實驗室;;
2005;La Marche de l'Empereur;;企鵝寶貝─南極的旅程;Chinois;格林文化;;
2004;Le cadeau de Noël;;耶誕禮物;Chinois;繆思出版;;
2005;Que se passe t-il, Théophile ?;;小王子為什麼不開心？;Chinois;奧林文化&大穎文化;;
2006;Carnets de voyages à créer soi-même;;開始創造我的旅行繪本;Chinois;太雅生活館;;
2006;Le monde merveilleux des plantes;;不可思議的植物;Chinois;晨星出版;;
2010;Les triplés à Paris;;巴黎三寶貝;Chinois;格林文化;;
2004;Sur les traces de Leonard de Vinci;;追蹤達文西的腳印;Chinois;麥田出版;;
2010;Bogueugueu va a Londres;;小結巴遊倫敦;Chinois;阿布拉教育文化有限公司;;
2001;Ma chatte, ma folie;;我的貓咪 我的狂愛;Chinois;玉山社出版事業股份有限公司;;
2008;Le maître des vecteurs;;數學零分的人;Chinois;宇宙光全人關懷機構;;
2008;Mon Oncle;;我的愚樂舅舅;Chinois;;;
2005;La fiancée du Nil;Christian Jacq;尼羅河新娘;Chinois;麥田出版;;
2009;La vengeance des dieux, Tome 1 : Chasse à l'homme;Christian Jacq;諸神的復仇(上)-全面獵殺;Chinois;英屬維京群島商高寶國際有限公司台灣分公司;;
2006;Animaux en récup';;隨手取材做布玩偶;Chinois;太雅生活館;;
2008;Vous voulez rire ?;;你在開玩笑嗎？;Chinois;米奇巴克有限公司;;
2011;Grand loup & petit loup : Une si belle orange;;不能沒有你;Chinois;遠見.天下文化事業群;;
2010;Le design : Histoire, principaux courants, grandes figures;;經典設計150年;Chinois;Marco Polo;;
2006;Doudous de la ferme;;農場裡的絨毛玩偶;Chinois;太雅生活館;;
2011;Dis, papa, pourquoi tu m'aimes?;;爸爸，你為什麼愛我？;Chinois;星月書房;;
;Carnets, tome 1 : Mars 1935 - février 1942;Albert Camus;卡繆札記（一）;Chinois;麥田出版;;
2005;Gaspard à l'hôpital;;卡斯柏住院了;Chinois;繆思出版;;
2010;J'aime t'embrasser;;我喜歡親你;Chinois;米奇巴克有限公司;;
2010;Gaspard et Lisa : Le spectacle de magie;;麗莎和卡斯柏：魔術表演;Chinois;繆思出版;;
2006;Rouge Cerise;;紅櫻桃;Chinois;愛智圖書有限公司;;
2001;L’Amerique au jour le jour 1947;Simone de Beauvoir;西蒙波娃的美國紀行;Chinois;先覺出版社;;
2006;Un conte populaire du Maghreb : La Cigale et le Petit Rat;;蟬兒與小老鼠;Chinois;台灣商務印書館;;
2010;Sidonie Quenouille;;我的老師不一樣;Chinois;;;
2003;Le papillon;;蝴蝶 (CD＋故事書);Chinois;聯經出版公司;;
2008;Mozart, Tome 1 : Le Grand Magicien;Christian Jacq;莫札特四部曲之一：大魔法師;Chinois;英屬維京群島商高寶國際有限公司台灣分公司;;
2010;Pénélope tête en l'air, Tome 1 : La semaine de Pénélope;;Penelope貝貝生活繪本：貝貝的每一天;Chinois;滿天星文化出版有限公司;;
2007;100 Idées fausses sur votre chat : Alimentation, santé, comportement...;;100個錯誤的養貓觀念;Chinois;世茂出版社;;
2008;Le Renard et l'Enfant;;狐狸與我—我與她的冒險日記;Chinois;格林文化;;
2003;Colin Maillard;;惡童好色日記;Chinois;大辣出版;;
2009;Les Rues de ma vie;;我生命中的街道：佛朗克的巴黎記憶;Chinois;台灣商務印書館;;
2002;Les pirates;;第一次知識大發現(神秘的海盜船);Chinois;青林國際出版股份有限公司;;
2008;Découvrir le chat de race;;如何養好純種貓;Chinois;世茂出版社;;
2008;Plastique;;自己玩設計2生活小物 × 法式創意;Chinois;;;
2010;Pénélope tête en l'air, Tome 7 : Pénélope connaît les couleurs;;Penelope貝貝生活繪本：貝貝玩顏色;Chinois;滿天星文化出版有限公司;;
2008;Ali casse les prix;;阿里雜貨店;Chinois;英屬維京群島商高寶國際有限公司台灣分公司;;
2005;Blanc et Gris et Noir;;白色、灰色和黑色;Chinois;青林國際出版股份有限公司;;
2004;La Frontière invisible, tome 1;;消逝邊境I;Chinois;大辣出版;;
2009;La vengeance des dieux, Tome 2 : La divine adoratrice;Christian Jacq;諸神的復仇(下)-阿蒙神女祭司;Chinois;英屬維京群島商高寶國際有限公司台灣分公司;;
2005;Nikopol, tome 3 : Froid Equateur;Enki Bilal;寒冷赤道;Chinois;大辣出版;;
2000;Des inconnues;Patrick Modiano;三個陌生女子;Chinois;皇冠文化出版有限公司;;
2008;Manger, à quoi ça sert ?;;不吃東西，會發生什麼事？;Chinois;奧林文化&大穎文化;;
2007;100 idées fausses sur votre chien : Education, comportement, santé, alimentation...;;100個錯誤的養狗觀念;Chinois;世茂出版社;;
2004;Loup-Gris;;封面灰狼;Chinois;繆思出版;;
2006;Une si jolie poupée;;炸彈娃娃;Chinois;奧林文化&大穎文化;;
2005;J'élève mon monstre : Tout connaître sur le monstre domestique !;;養怪獸;Chinois;奧林文化&大穎文化;;
2008;L'ennemi;;L'enemic;Catalan;Takatuka;Espagne;Jeunesse
2009;L'ennemi;;敵人;Chinois;米奇巴克有限公司;;
2008;Expériences avec les plantes;;Experimentos con plantas;Espagnol;Ediciones SM;Espagne;Jeunesse
2007;Expériences avec les plantes;;植物的遊戲;Chinois;;;
2008;La Mine à bonbecs;;搶救糖果店;Chinois;典藏藝術家庭股份有限公司;;
2005;Mes premières découvertes de l'art : Vincent van Gogh;;第一次藝術大發現(認識梵谷);Chinois;青林國際出版股份有限公司;;
2005;Les yeux de Clérambault;;德‧克雷宏波的眼睛;Chinois;行人文化實驗室;;
2010;Gros dodo;;媽媽睡大頭覺;Chinois;;;
2005;Mes Premières Decouvertes De L'art : Paul Gauguin;;第一次藝術大發現(認識高更);Chinois;青林國際出版股份有限公司;;
2008;La dame aux camélias;;La dama de las camelias;Espagnol;Alianza Editorial;Espagne;Fiction
2007;La dame aux camélias;;La dama de las camelias;Espagnol;Club Internacional del Libro;Espagne;Fiction
2007;La dame aux camélias;;La dama de las camelias;Espagnol;Edimat Libros;Espagne;Fiction
2006;La dame aux camélias;;茶花女;Chinois;商周出版;;
2000;Ramsès, tome 5 : Sous l'acacia d'Occident;Christian Jacq;洋槐樹下—拉美西斯五部曲之五;Chinois;麥田出版;;
2010;Les Derniers Géants;;最後的巨人;Chinois;時報出版;;
2000;Napoléon, tome 1 : Le Chant du départ;;出征號響：拿破崙四之一;Chinois;麥田出版;;
2007;Ensemble, c'est tout;;Juntos, nada más;Espagnol;Seix Barral;Espagne;Fiction
2008;Ensemble, c'est tout;;Junts i prou;Catalan;Edicions 62;Espagne;Fiction
2007;Ensemble, c'est tout;;在一起就好;Chinois;木馬文化;;
2006;Groom;;龐畢度離奇命案;Chinois;新苗文化事業有限公司;;
2006;Les Voies de l'élégance;;時尚．優雅書;Chinois;方智出版社;;
2004;Le Sacrifice : Repères psychanalytiques;;El sacrificio - estudio psicoanálitico;Espagnol;Nueva Visión;Argentine;Sciences Humaines et Sociales
2008;Le Sacrifice : Repères psychanalytiques;;犧牲：精神分析的指標;Chinois;心靈工坊文化事業股份有限公司;;
2004;Je l'aimais;;我曾經愛過;Chinois;天培文化有限公司;;
2007;Les Sentiments, c'est quoi ?;;情感，是什麼呢？;Chinois;米奇巴克有限公司;;
2005;Les gros mots;;髒話;Chinois;三之三文化出版社;;
2009;Avec mon meilleur souvenir;Françoise Sagan;我最美好的回憶;Chinois;麥田出版;;
2005;La Petite Fourmi qui va à Jérusalem : Un conte du Languedoc;;前往耶路撒冷的小螞蟻;Chinois;台灣商務印書館;;
2001;Napoléon, tome 3 : L'Empereur des rois, 1806-1812;;王者之王-拿破崙四之三;Chinois;麥田出版;;
2008;Atlas des geographes d’Orbae tome 2 : Du pays de Jade a l’ ile Quinookta;;歐赫貝奇幻地誌學J-Q —從翠玉國到濟諾塔島;Chinois;時報出版;;
;Sur les traces du Roi Arthur;;追踪亚瑟王的脚印;Chinois;广西师范大学出版社;;
2005;Gaspard et Lisa aux grands magasins;;麗莎和卡斯柏逛百貨公司;Chinois;繆思出版;;
2008;La Cicatrice;;傷痕;Chinois;宇宙光全人關懷機構;;
2008;Frantz Fanon : portrait;;黑色吶喊;Chinois;心靈工坊文化事業股份有限公司;;
2008;Les Buveurs d'infini;;騙徒之書;Chinois;英屬維京群島商高寶國際有限公司台灣分公司;;
2001;Napoléon, tome 4 : L'Immortel de Sainte-Hélène, 1812 - 1821;;滑鐵盧戰役－拿破崙四之四;Chinois;麥田出版;;
2005;Mes Premières Decouvertes De L'art : Les Portraits;;第一次藝術大發現(人物集錦);Chinois;青林國際出版股份有限公司;;
2009;L'Arbre lecteur;;愛讀書的樹;Chinois;奧林文化&大穎文化;;
2006;Un conte des indiens d'Amérique : Petit lièvre et l'étranger;;小野兔和陌生人;Chinois;台灣商務印書館;;
2007;Expériences avec le son;;聲音的遊戲;Chinois;;;
2002;Le Corps;;第一次知識大發現(人體的奧秘);Chinois;青林國際出版股份有限公司;;
2008;Héros et merveilles du Moyen Age;;中世紀英雄與奇觀;Chinois;奧林文化&大穎文化;;
2006;Made in USA : Regards sur la civilisation américaine;;美國製造－凝視美國文明;Chinois;允晨文化;;
2008;Paris au XXe siècle;;París en el siglo XX;Espagnol;Grupo RBA;Espagne;Fiction
1997;Paris au XXe siècle;;二十世紀的巴黎;Chinois;小知堂文化事業有限公司;;
2006;Animaux en feutre;;毛氈布動物玩偶;Chinois;太雅生活館;;
2006;Ivachka et la sorcière;;伊娃契卡與女巫;Chinois;台灣商務印書館;;
1996;Six Contes Moraux;;六個非道德故事;Chinois;時報出版;;
1999;Combat de fauves au crépuscule;;저물녘 맹수들의 싸움;Coréen;OPEN BOOKS 열린 책들;Corée du sud;
1998;Combat de fauves au crépuscule;;黃昏的困獸;Chinois;皇冠文化出版有限公司;;
2005;Mes Premières Decouvertes De L'art : L’impressionnisme;;第一次藝術大發現(印象派);Chinois;青林國際出版股份有限公司;;
2008;La vérité selon Ninon;;La verdad segon Ninon;Catalan;Proteus;Espagne;Philosophie
2007;Le Bien, le mal, c'est quoi ?;;好與壞，是什麼呢？;Chinois;米奇巴克有限公司;;
2006;La Bande dessinée part en voyage : l'Album Géo;;跟著漫畫家去旅行;Chinois;大辣出版;;
2005;Mes Premières Decouvertes De L'art : Les Tableaux;;第一次藝術大發現(名畫導覽);Chinois;青林國際出版股份有限公司;;
2010;Pénélope tête en l'air, Tome 10 : Pénélope connaît les formes;;Penelope貝貝生活繪本：貝貝認形狀;Chinois;滿天星文化出版有限公司;;
2010;Traite Elementaire de Cuisine;;認識分子廚藝：顛覆傳統美食體驗的料理革命;Chinois;積木文化;;
2006;Le Popotin de l'hippopo;;河馬波波屁股大;Chinois;遠流出版公司;;
2005;36 vues de la Tour Eiffel;;巴黎鐵塔36景;Chinois;大辣出版;;
2011;Pourquoi je ne fais pas ce que je veux?;;為什麼不可以做我想做的？;Chinois;星月書房;;
1999;Les Misérables. Tome 2;Victor Hugo;悲慘世界(中);Chinois;貓頭應出版社;;
2009;Pénélope tête en l'air, Tome 2 : Pénélope à la plage;;Penelope貝貝生活繪本：貝貝去海邊;Chinois;滿天星文化出版有限公司;;
2010;La cité des oiseaux;;鳥之城;Chinois;暢談國際文化事業股份有限公司;;
2010;Gaspard à Venise;;麗莎和卡斯柏：划小船遊威尼斯;Chinois;繆思出版;;
2011;L'abécédaire des amoureux;;愛你的 26 個方式;Chinois;聯經出版公司;;
2001;Le Père de nos pères;Bernard Werber;아버지들의 아버지;Coréen;OPEN BOOKS 열린 책들;Corée du sud;Roman
2003;Le Père de nos pères;Bernard Werber;豬羅紀;Chinois;皇冠文化出版有限公司;;
2008;Grand loup & petit loup : La petite feuille qui ne tombait pas;;큰 늑대 작은 늑대의 별이 된 나뭇잎;Coréen;Sigong Junior 시공주니어;Corée du sud;0-7 ans
2008;Grand loup & petit loup : La petite feuille qui ne tombait pas;;有你，好幸福;Chinois;遠見.天下文化事業群;;
2011;Les poissons savent-ils nager？;;魚會游泳嗎？;Chinois;聯經出版公司;;
2008;Le baiser d'Isabelle : L'aventure de la première greffe du visage;;我接受了她的臉──全球首例變臉手術紀實;Chinois;;;
2008;Comment parler des livres que l'on n'a pas lus ?;;Com parlar dels llibres que no hem llegit;Catalan;Empúries;Espagne;Fiction
2007;Comment parler des livres que l'on n'a pas lus ?;;How to Talk About Books You Haven't Read;Anglais;Bloomsbury;;
2009;Comment parler des livres que l'on n'a pas lus ?;;不用讀完一本書;Chinois;商周出版;;
2003;A la recherche du temps perdu, tome I : Combray;;追憶似水年華：I 貢布雷;Chinois;大辣出版;;
2002;Les animaux de la savane;;第一次知識大發現(草原上的動物);Chinois;青林國際出版股份有限公司;;
2008;Le régime Okinawa : Passeport pour la longévité;;沖繩養生法： 長壽又健康、多吃也不胖的祕訣;Chinois;英屬維京群島商高寶國際有限公司台灣分公司;;
2003;L'Enfant léopard;;豹紋少年;Chinois;皇冠文化出版有限公司;;
2009;La chamade;Françoise Sagan;熱戀;Chinois;麥田出版;;
2008;Mozart, Tome 3 : Le Frère du Feu;Christian Jacq;莫札特四部曲 之三：火燄盟約;Chinois;英屬維京群島商高寶國際有限公司台灣分公司;;
2002;Cahiers : le sentiment;;尼金斯基筆記;Chinois;心靈工坊文化事業股份有限公司;;
2008;Les vacances de Monsieur Hulot;;愚樂先生的秀逗假期;Chinois;;;
2008;Atlas des geographes d’Orbae tome 1 : Du pays des amazones aux iles Indigo;;歐赫貝奇幻地誌學A-I —從亞馬遜女戰士國到靛藍雙島;Chinois;時報出版;;
2002;L'industrie cinématographique française;;法國電影工業;Chinois;麥田出版;;
2001;Rosa est trop coquette;;農場裡的七嘴八舌：牛美女要減肥;Chinois;三之三文化出版社;;
2004;Marco Polo : Le Tigre des mers, tome 3;;擁抱火蓮：馬可孛羅三部曲之三;Chinois;麥田出版;;
2002;Restaurants et restauration en France;;法國餐飲;Chinois;麥田出版;;
2009;L'Ange disparu;;小天使失蹤了：美術館奇遇記;Chinois;上誼文化實業股份有限公司;;
2011;Les mammouths, les ogres, les extra-terrestres et ma petite soeur;;長毛象、食人怪、外星人和我的妹妹;Chinois;聯經出版公司;;
2009;Seras-tu là ?;Guillaume Musso;你會在嗎？;Chinois;皇冠文化出版有限公司;;
2007;Des nuits au cirque;;馬戲團之夜;Chinois;行人文化實驗室;;
2002;Chien-saucisse;;臘腸狗;Chinois;格林文化;;
2010;Pénélope tête en l'air, Tome 8 : Pénélope est polie;;Penelope貝貝生活繪本：貝貝有禮貌;Chinois;滿天星文化出版有限公司;;
2005;Lisa à New York;;麗莎去紐約;Chinois;繆思出版;;
2005;L'Ecologie à petits pas;;地球，你好嗎？;Chinois;鄉宇文化事業股份有限公司;;
1987;Le garde du coeur;Françoise Sagan;心灵守护神;Chinois;中国文联出版社;;
2010;Le garde du coeur;Françoise Sagan;心靈守護者;Chinois;麥田出版;;
2006;L'agneau qui ne voulait pas être un mouton;;不想被大野狼吃掉的小綿羊;Chinois;奧林文化&大穎文化;;
2007;Votre chat et vous : Mieux le comprendre pour mieux l'aimer;;了解你的貓;Chinois;世茂出版社;;
2010;La jalousie de Gaspard;;麗莎和卡斯柏：生日禮物惹麻煩;Chinois;繆思出版;;
2011;Dis, maman, pourquoi j'existe?;;媽咪，我為什麼存在？;Chinois;星月書房;;
2007;Le pouvoir de l'illusion : Les secrets de la persuasion, Les clés de votre réussite;;為什麼魔術表演這麼有說服力？ ──一位專業律師的成功體驗;Chinois;方智出版社;;
2005;Insupportables Collègues;;滾回火星去！──解決令你抓狂的23種同事;Chinois;寶瓶文化;;
2007;La vie, c'est quoi ?;;人生，是什麼呢？;Chinois;米奇巴克有限公司;;
2007;Une famille pour de bon;;情人節誕生的男孩;Chinois;宇宙光全人關懷機構;;
2005;Jules Verne : Le Rêve du progrès;;凡爾納－追求進步的夢想家;Chinois;時報出版;;
2005;Un papa sur mesure;;量身訂做的爸爸;Chinois;青林國際出版股份有限公司;;
2004;Quand j'étais loup !;;我是野狼！;Chinois;繆思出版;;
2007;Le petit Bonzi;;小小彭西;Chinois;英屬維京群島商高寶國際有限公司台灣分公司;;
2011;Sonate de l'Assassin;;星期一，我不殺人;Chinois;奇幻基地;;
2010;Le jour où l'abeille disparaîtra...;;當蜜蜂消失的那天;Chinois;天培文化有限公司;;
2000;Le retour de Martin Guerre;;馬丹蓋赫返鄉記;Chinois;聯經出版公司;;
2010;Mon Copain Bogueuguen;;我的朋友小結巴;Chinois;阿布拉教育文化有限公司;;
2007;Les Grandes Enigmes de la Bible;;聖經大秘密;Chinois;好讀;;
2010;Lire les images de cinéma;;閱讀電影影像;Chinois;積木文化;;
1998;Nikopol, tome 2 : La Femme Piège;Enki Bilal;女人陷阱;Chinois;大辣出版;;
2006;Lettres à Dieu;;給神的信;Chinois;美麗殿文化;;
2002;L'oeil du loup;Daniel Pennac;狼的眼睛;Chinois;玉山社出版事業股份有限公司;;
2009;De quelle couleur sera le bébé ?;;小寶寶會是什麼顏色呢？;Chinois;奧林文化&大穎文化;;
2008;Mozart, Tome 2 : Le fils de la lumière;Christian Jacq;莫札特四部曲之二：光明之子;Chinois;英屬維京群島商高寶國際有限公司台灣分公司;;
2009;Journal, 1942-1944;;巴黎少女，一九四二;Chinois;;;
2011;Vilain petit canard;;醜小鴨;Chinois;天下雜誌出版;;
2005;Mes Premières Decouvertes De L'art : Paysages;;第一次藝術大發現(風景名作);Chinois;青林國際出版股份有限公司;;
2005;La frontière invisible, tome 2;;消逝邊境II;Chinois;大辣出版;;
2011;Ceci est un poème qui guérit les poissons;;一首救了魚的詩;Chinois;聯經出版公司;;
2005;Mes Premières Decouvertes De L'art : Pablo Picasso;;第一次藝術大發現(認識畢卡索);Chinois;青林國際出版股份有限公司;;
2009;Histoire de la cuisine et des cuisiniers : Techniques culinaires et pratiques de table, en France, du Moyen-Age à nos jours;;法國料理的祕密;Chinois;如果出版社;;
2011;Le papa qui n'avait pas le temps;;總是沒空的爸爸;Chinois;暢談國際文化事業股份有限公司;;
2008;80 Hommes pour changer le monde：Entreprendre pour la planete;;綠色企業力：改變世界的八十個人;Chinois;皇冠文化出版有限公司;;
2010;Lili la bagarre;;打架天后莉莉;Chinois;;;
2007;Sur les traces de Jésus;;Tras los pasos de Jesús;Espagnol;Art Blume;Espagne;Biographie
2003;Sur les traces de Jésus;;追蹤耶穌的腳印;Chinois;麥田出版;;
2011;Le loup et les sept chevreaux;;大野狼與七隻小羊;Chinois;天下雜誌出版;;
2007;Tu seras un homme riche, mon fils;;兒子啊，你將會是有錢人;Chinois;方智出版社;;
2011;Le premier amour;;初戀情人的秘密;Chinois;允晨文化;;
2009;C'est ta faute !;;都是你的錯！;Chinois;奧林文化&大穎文化;;
1994;L'accompagnatrice / Le Mal noir;;伴奏者／黑疵;Chinois;時報出版;;
2007;L'amande;;杏仁;Chinois;寶瓶文化;;
2004;La Sagesse des oiseaux;;不可思議的鳥類智慧;Chinois;晨星出版;;
2003;Marco Polo : La Caravane de Venise, tome 1;;威尼斯商隊：馬可孛羅三部曲之一;Chinois;麥田出版;;
2011;L’ ecriture poetique chinoise /Vide et plein:Le langage pictural chinois;;中國詩畫語言研究;Chinois;典藏藝術家庭股份有限公司;;
2008;Le grand voyage de Monsieur;;A gran viaxe do Señor M.;Galicien;Kalandraka;Espagne;Jeunesse
2005;Le grand voyage de Monsieur;;曼先生的旅行;Chinois;三之三文化出版社;;
2010;Parce que je t'aime;Guillaume Musso;因為我愛你;Chinois;皇冠文化出版有限公司;;
2010;Petit precis de cuisine moleculaire;;創新前衛的分子料理：20種容易理解的技法．40道顛覆味蕾的食譜;Chinois;積木文化;;
2002;Les Cinq Sens;;第一次知識大發現(五種感覺);Chinois;青林國際出版股份有限公司;;
2008;J'aime...;;Me encanta;Espagnol;Kókinos;Espagne;Jeunesse
2005;J'aime...;;我喜歡;Chinois;遠流出版公司;;
2005;Lisa prend l'avion;;麗莎搭飛機;Chinois;繆思出版;;
2009;Les Bienveillantes;;Jóakaratúak : eumeniszek;Hongrois;Magvető;;
2008;Les Bienveillantes;;Las benévolas;Espagnol;Círculo de lectores;Espagne;Fiction
2007;Les Bienveillantes;;Las benévolas;Espagnol;Grupo RBA;Espagne;Fiction
2007;Les Bienveillantes;;Les benignes;Catalan;Quaderns Crema;Espagne;Fiction
2010;Les Bienveillantes;;善心女神（上．下);Chinois;皇冠文化出版有限公司;;
2011;Un heureux événement chez Monsieur et Madame Cracotte;;兔子夫妻家有喜事;Chinois;聯經出版公司;;
2008;Atlas des geographes d’Orbae-tome 3 : De la Rriviere Rouge au pays des Zizotls;;歐赫貝奇幻地誌學R-Z：從紅河流域到季佐特國;Chinois;時報出版;;
2007;Allons voir plus loin, veux-tu ?;Anny Duperey;再往前看看，好嗎？;Chinois;皇冠文化出版有限公司;;
2007;Cahin-caha;;惡童藍調;Chinois;英屬維京群島商高寶國際有限公司台灣分公司;;
2004;A la recherche du temps perdu, tome 2 : A l'ombre des jeunes filles en fleurs - Volume 1;;追憶逝水年華II在少女倩影下(前篇);Chinois;大辣出版;;
2005;Les cauchemars de Lisa;;麗莎做惡夢;Chinois;繆思出版;;
2009;Que serais-je sans toi?;Guillaume Musso;당신 없는 나는;Coréen;Balgeunsesang 밝은세상;Corée du sud;Roman
2011;Que serais-je sans toi?;Guillaume Musso;我怎能沒有你?;Chinois;皇冠文化出版有限公司;;
2005;Auréline;;霧散之前，想妳;Chinois;皇冠文化出版有限公司;;
2001;Napoléon, tome 2 : le soleil d'Austerlitz;;榮耀凱旋：拿破崙四之二;Chinois;麥田出版;;
2008;Le cerveau, à quoi ça sert ?;;沒有大腦，會發生什麼事？;Chinois;奧林文化&大穎文化;;
2008;Un chat heureux en appartement;;公寓快樂養貓;Chinois;世茂出版社;;
2005;Le Journal de BJ au bureau : Le Management facile;;菜鳥BJ的辦公室實戰日記;Chinois;奧林文化&大穎文化;;
